UNITID,SAT_AVG,C100_4,PCIP52,PCIP24,PCIP50,PCIP11,PCIP47,PCIP39,PCIP43,PCIP15,PCIP13,PCIP09,PCIP51,PCIP12,FAMINC,WDRAW_ORIG_YR4_RT
235307,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,25399.67337,0.092857143
235316,1205,0.7332,0.2398,0.0026,0.0077,0.0213,0,0,0,0,0.0538,0.0759,0.0486,0,119795.8147,0.04214123
235334,NULL,NULL,0.1389,0.2029,0,0.0298,0.0088,0,0.0088,0.0099,0.0165,0,0.1014,0,21090.95702,0.304526749
235343,NULL,NULL,0.1795,0.2941,0,0.0209,0.0831,0,0.0125,0.033,0.0516,0,0.06,0,32239.11678,0.375709421
235352,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,40592.8642,PrivacySuppressed
235422,NULL,0,0.1,0.0105,0.0105,0.0211,0,0,0.0421,0,0.3842,0,0.1263,0,30367.16731,0.317204301
235431,NULL,NULL,0.1688,0.395,0.0048,0.0203,0,0,0.0054,0.0012,0.0724,0,0.2615,0.0012,21693.35181,0.314632736
235501,NULL,NULL,0.0458,0,0,0,0,0,0,0.1874,0,0,0,0.085,27149.55805,0.030405405
235510,NULL,NULL,0.0855,0,0,0.4211,0,0,0.0921,0.4013,0,0,0,0,26357.57395,0.075601375
235529,NULL,NULL,0.0667,0,0,0.5556,0,0,0,0.3778,0,0,0,0,26357.57395,0.075601375
235547,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.4479,0,40406.98544,PrivacySuppressed
235583,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,39511.41187,0.216931217
235671,NULL,NULL,0.037,0,0,0.0201,0.2325,0,0.029,0.0555,0.0442,0,0.3266,0.0265,23734.22385,0.487943262
235699,NULL,NULL,0.0826,0.0457,0.0128,0.1403,0.0882,0,0,0.1115,0.0762,0,0.3256,0.0377,30081.95009,0.332179931
235750,NULL,NULL,0.2509,0.266,0,0.0404,0.0348,0,0.0188,0.0066,0.032,0,0.3045,0,22272.87398,0.33553174
235769,NULL,0.7333,0.2927,0,0.0488,0.0488,0,0.1707,0,0,0.0488,0.1463,0,0,44453.54167,0.235294118
235954,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,34001.61111,PrivacySuppressed
236018,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,27112.08989,0.180555556
236072,NULL,NULL,0.204,0.2391,0,0.0191,0.016,0,0,0.0581,0.0351,0,0.3873,0,22456.99863,0.304469274
236133,996,0.4118,0.1336,0.0431,0.0603,0,0,0.0862,0,0,0.1034,0.1164,0.2241,0,58176.94915,0.290870488
236188,NULL,NULL,0.0997,0.2974,0,0.028,0.0004,0,0,0.2903,0.0614,0,0.1167,0.0267,26117.44341,0.352777778
236212,NULL,NULL,0.0427,0,0,0,0.3305,0,0,0.2194,0,0,0.1111,0,37897.51523,0.138381201
236230,1117,0.5239,0.138,0,0.0631,0.0197,0,0,0,0,0.1025,0.0499,0.0972,0,73475.74361,0.101214575
236258,NULL,NULL,0.1623,0.2075,0,0.0887,0.0485,0,0.0042,0.0033,0.0176,0,0.2243,0.0142,21163.6153,0.349924585
236328,NULL,0.7191,0.112,0,0.0731,0.0341,0,0,0,0,0.0049,0.0357,0,0,106728.3397,0.067125645
236382,NULL,NULL,0.0668,0.0026,0,0.1011,0.1186,0,0,0.0483,0.0606,0,0.4174,0.0606,26350.88456,0.371753247
236452,1047,0.382,0.2651,0,0.0048,0.0193,0,0,0.0627,0,0.0867,0,0.053,0,59011.40172,0.12295082
236504,NULL,NULL,0.1104,0.1345,0,0.0038,0.3663,0,0,0.0038,0.0033,0,0.0544,0.0302,21088.64798,0.365853659
236513,NULL,NULL,0.052,0.5449,0.0306,0.0413,0,0,0,0,0.0007,0,0.1973,0.0285,19829.5687,0.29095675
236531,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,25813.22427,0.274971942
236577,1145,0.5293,0.1236,0.0111,0.0742,0.0173,0,0.0519,0,0,0.0606,0.0705,0.1174,0,79438.19152,0.15651135
236595,1192,0.6411,0.2422,0.033,0.055,0.0203,0,0,0.0288,0,0,0.0517,0.138,0,88853.9364,0.088142707
236610,NULL,NULL,0.0918,0.2842,0.062,0.0473,0.088,0,0.0087,0.1207,0.0234,0,0.1533,0,28804.37112,0.373618276
236638,NULL,NULL,0.0802,0.2927,0.0017,0.041,0.0341,0,0.0171,0.0154,0.0725,0.0009,0.3242,0.0077,27385.79562,0.326855124
236656,NULL,NULL,0.1181,0.4308,0,0.0328,0.0373,0,0.0051,0.0587,0.0739,0,0.1396,0.0234,25409.38188,0.341726619
236692,NULL,NULL,0.1322,0.2317,0,0.0521,0.0944,0,0.0269,0.0738,0.0006,0,0.2408,0.0486,25745.50682,0.477192983
236708,NULL,NULL,0.1013,0.6214,0.0402,0.0281,0,0,0,0.0113,0.0233,0,0.0932,0,29902.51599,0.365714286
236744,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,18321.93496,0.285714286
236753,NULL,NULL,0.2253,0.323,0,0.0673,0,0,0,0.0083,0.0275,0,0.2955,0,26977.40725,0.354936929
236887,NULL,NULL,0.0812,0.174,0,0.0506,0.0598,0,0.0024,0.0029,0.0063,0,0.2329,0.0141,30293.30044,0.318223028
236896,1062,0.1891,0.0935,0,0.0592,0.0125,0.0125,0.0187,0,0,0.0654,0.028,0.2991,0,83362.95569,0.167082294
236939,1039,0.3766,0.1959,0.0159,0.0154,0.0154,0,0,0.03,0,0.028,0.0752,0.0687,0,63240.39403,0.17224622
236948,1258,0.6304,0.0952,0.0017,0.0363,0.0441,0,0,0,0,0.0218,0.0643,0.0583,0,59739.6436,0.111978783
236975,NULL,NULL,0.0494,0.3493,0,0.015,0.0576,0,0.0165,0,0.1997,0,0.2169,0,27081.31982,0.320574163
236993,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,17829.8985,0.298525074
237011,1114,0.3978,0.1358,0.007,0.0553,0.0247,0,0,0,0.0259,0.0754,0.0485,0.0684,0,69404.60954,0.148514852
237039,NULL,NULL,0.1237,0.569,0,0.0311,0,0,0.0106,0,0.0372,0,0.198,0,27018.22576,0.299363057
237057,1314,0.7949,0,0.0187,0.1096,0,0,0,0,0,0,0.0187,0.0027,0,116568.117,0.061320755
237066,NULL,0.6378,0.1434,0.0092,0.0533,0.0294,0,0,0,0,0.0625,0.046,0.0441,0,77702.4524,0.120748299
237109,NULL,NULL,0.1053,0.2437,0,0.1031,0.0066,0,0.0254,0.0083,0.1191,0,0.2872,0,28340.25339,0.29200248
237118,980,0.2654,0.0935,0.0093,0.0654,0.0093,0,0,0,0,0.1495,0.0093,0.3645,0,67836.45874,0.186170213
237127,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,13232.26923,PrivacySuppressed
237136,1012,0.2647,0,0,0,0,0,1,0,0,0,0,0,0,43197.53933,PrivacySuppressed
237145,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,17855.77778,PrivacySuppressed
237172,NULL,NULL,0,0,0,0.0247,0.5062,0,0,0.0494,0.0123,0,0.0741,0,17764.08163,PrivacySuppressed
237181,907,0.279,0.0574,0,0.0492,0.0246,0,0,0,0,0.1557,0.1885,0,0,63440.93698,0.267241379
237215,934,0.0943,0.0545,0.144,0,0.0195,0,0,0.0428,0.1946,0.0584,0,0.3774,0,35137.21219,0.467005076
237242,NULL,NULL,0.0208,0,0.0417,0,0.1875,0,0,0.375,0,0,0.2708,0,20116.49587,PrivacySuppressed
237303,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,21195,0.170731707
237312,994,0.3702,0.2227,0.0364,0.0324,0,0,0,0.0121,0,0.0688,0,0.3158,0.0081,52196.576,0.158844765
237321,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.3333,0.6667,19043.55,0.275862069
237330,994,0.1993,0.2165,0.2188,0.0212,0.0071,0,0,0,0,0.1553,0.0212,0.0094,0,44801.05561,0.295148248
237358,928,0.3046,0.2642,0,0.0377,0.0252,0,0,0,0,0.0881,0,0.2201,0,56112.08753,0.278431373
237367,962,0.1527,0.1301,0.0708,0.0116,0.0202,0,0,0.0968,0.1228,0.0882,0.0116,0.2023,0,54313.72822,0.307984791
237385,913,0.1586,0.2031,0.1042,0.0365,0,0,0,0.1979,0.0417,0.151,0,0,0,45784.05541,0.371428571
237437,NULL,NULL,0.3108,0,0,0,0,0,0,0,0,0,0.6757,0,10905.67556,0.487750557
237473,NULL,NULL,0,0,0,0,0.1138,0,0,0.1545,0,0,0.3333,0.0813,21223.19868,PrivacySuppressed
237491,NULL,NULL,0,0,0,0,0.2,0,0,0,0,0,0.76,0,21339.08333,PrivacySuppressed
237525,1028,0.2426,0.1674,0.1159,0.0345,0.0193,0,0,0.0433,0.0059,0.1054,0.0316,0.2166,0,54990.27807,0.234367763
237543,NULL,NULL,0,0,0,0,0.1293,0,0,0,0,0,0.5905,0.0517,18198.51685,PrivacySuppressed
237552,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,57279.88333,0.21686747
237561,NULL,NULL,0,0,0,0,0.15,0,0,0,0,0,0.85,0,18756.2,PrivacySuppressed
237570,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.0889,0.9111,37900.43902,0.181818182
237598,NULL,NULL,0.129,0,0,0,0,0,0,0,0,0,0.871,0,12382.79268,0.432692308
237613,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,21617.13393,PrivacySuppressed
237640,NULL,0.3,0.2418,0.2198,0,0,0,0.0769,0.0769,0,0.1099,0,0.033,0,55917.33846,0.211340206
237686,NULL,0,0.1298,0.4614,0,0.0231,0.0129,0,0.0733,0.0681,0.0527,0.0051,0.0835,0.0026,33006.4319,0.446932007
237701,NULL,NULL,0.1188,0.5217,0,0.0145,0,0,0.0725,0,0.1043,0.0116,0,0,77161.78858,0.188485264
237729,NULL,NULL,0,0,0,0,0.0316,0,0,0.0105,0,0,0.7158,0,18086.98286,PrivacySuppressed
237783,NULL,0.1102,0.5988,0,0,0.0599,0,0,0.2156,0,0.0299,0,0.0958,0,32599.07028,0.379396985
237792,995,0.215,0.1071,0.1432,0.0542,0.031,0,0,0,0,0.1226,0.0465,0.0968,0,66961.52981,0.244376278
237817,NULL,NULL,0.0971,0.3592,0,0.0227,0,0,0.0356,0.0583,0,0,0.356,0.0453,21358.5781,0.343239227
237844,NULL,NULL,0,0,0,0.0072,0.0942,0,0,0.0145,0,0,0.3406,0,22802.70732,PrivacySuppressed
237880,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9971.935484,PrivacySuppressed
237899,927,0.1138,0.0855,0.1501,0.0254,0.0046,0,0,0.0878,0,0.1871,0.067,0.0416,0,42927.93951,0.314332248
237905,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,47363.58824,PrivacySuppressed
237932,984,0.2289,0.1321,0.1174,0.0422,0,0,0,0.0771,0,0.1541,0.0404,0.2073,0,58168.44444,0.259361997
237950,982,0.0982,0.1118,0.1908,0,0.0658,0,0,0.0921,0.0789,0.0066,0,0.0329,0,77161.78858,0.188485264
237969,1015,0.3784,0.1215,0,0.085,0.004,0,0,0.0486,0,0.1053,0.0445,0.0607,0,70978.84922,0.144414169
237978,NULL,NULL,0.2826,0,0,0.0652,0,0,0,0,0,0,0.5435,0,13695.76623,0.366666667
237987,NULL,NULL,0.0789,0,0,0.1711,0,0,0,0,0,0,0.6447,0,23075.77485,0.313253012
237996,NULL,NULL,0.1825,0,0,0.0803,0,0,0,0,0,0,0.7226,0,28117.95206,0.230414747
238005,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,21692.13548,0.463768116
238014,NULL,NULL,0.0635,0.1523,0,0.0508,0.033,0,0.0228,0.0685,0,0,0.5355,0.0203,30444.4279,0.474019088
238032,1078,0.3334,0.1233,0.0613,0.0347,0.0122,0,0,0.0092,0,0.0153,0.0766,0.0723,0,77161.78858,0.188485264
238078,1032,0.4389,0.1734,0.0081,0,0.0161,0,0.004,0.0605,0,0.0565,0.0484,0.3669,0,73625.20038,0.176258993
238096,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,21260.15385,NULL
238166,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,45379.95413,0.15503876
238175,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,45379.95413,0.15503876
238193,910,0.1688,0.1144,0.1716,0.0299,0.0025,0,0,0,0,0.0323,0.0348,0.3756,0,47816.39022,0.227272727
238263,NULL,NULL,0.1015,0.0836,0.0232,0.0811,0.0305,0,0.0537,0.0257,0.0073,0.0039,0.4867,0.0154,42822.25459,0.431984795
238324,1090,0.4878,0,0,0,0,0,0,0,0,0,0,1,0,87705.72807,PrivacySuppressed
238333,NULL,0.7018,0.0323,0,0.0903,0.0226,0,0,0,0,0.071,0,0,0,89888.8142,0.08583691
238397,NULL,NULL,0.0923,0,0,0.0277,0.0631,0,0.0954,0.0277,0.0431,0,0.4692,0.0277,33365.32098,0.453458582
238430,1028,0.1496,0.6915,0,0.0171,0.0031,0,0,0,0,0.0403,0.0047,0.138,0,52454.76588,0.385944701
238458,1087,0.4214,0.1229,0.0016,0.028,0.0295,0,0,0.0218,0,0.0793,0.0311,0.1477,0,88657.61802,0.119453925
238476,1145,0.4979,0.1969,0,0.1036,0.0225,0,0,0.0535,0,0.0864,0.057,0.0138,0,94296.91637,0.141882674
238573,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,62459.62185,PrivacySuppressed
238616,1066,0.3654,0.2803,0.0064,0.0127,0.0127,0,0.0369,0.0892,0,0.0739,0.0153,0.3223,0,69774.80065,0.267288267
238661,1050,0.386,0.2143,0,0.039,0.0303,0,0,0.0238,0,0.1277,0.0411,0.2468,0,70523.4156,0.171875
238722,NULL,NULL,0.1176,0,0.0128,0.0406,0.0531,0,0.0795,0.0481,0.0125,0,0.3989,0.0193,41153.55074,0.548835593
238759,NULL,NULL,0.0915,0,0.0094,0.0397,0.0188,0,0.0685,0.023,0.0084,0,0.6606,0.0256,30156.8587,0.446104158
238786,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,33234.07843,PrivacySuppressed
238810,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.1176,0.8824,30468.84849,PrivacySuppressed
238892,NULL,0.6667,0.1622,0,0.0405,0.4054,0,0,0.0608,0.3108,0,0,0,0,24683.68938,0.408208589
238980,907,0.3553,0.6649,0,0.0226,0.1111,0,0,0,0,0.0174,0.0104,0.0174,0,48240.72322,0.273301738
239008,NULL,NULL,0.1359,0,0,0.0581,0.0373,0,0.0218,0.0539,0.0104,0,0.5239,0.0156,38488.62718,0.2672
239017,NULL,0.6322,0,0,0.2209,0,0,0,0,0,0.0399,0,0,0,100357.9961,0.136929461
239071,NULL,0.3797,0.1806,0.1389,0.0486,0,0,0.1528,0,0,0.2292,0,0.0278,0,57463.46597,0.206008584
239080,950,0.2785,0.1662,0,0.0092,0.0092,0,0,0.1354,0,0.0677,0.0277,0.3508,0,60665.5665,0.166666667
239105,1219,0.5835,0.2228,0,0.0071,0.0154,0,0.0038,0,0,0.0368,0.1361,0.0944,0,119892.7727,0.031556802
239169,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10920.49254,PrivacySuppressed
239220,NULL,NULL,0.1343,0,0,0.051,0.0382,0,0.0686,0.0441,0.0127,0,0.552,0.0206,35841.6125,0.378910776
239248,NULL,NULL,0.1693,0.0333,0.017,0.0427,0.0492,0,0.0434,0.0322,0.009,0,0.4286,0.0467,27673.3265,0.4875171
239309,NULL,0.4802,0,0,0.894,0,0,0,0,0,0,0,0,0,70170.62921,0.262376238
239318,1248,0.4392,0.137,0,0,0,0,0,0,0.0365,0,0.0091,0.1233,0,80915.8594,0.136986301
239372,NULL,NULL,0.1283,0,0.0123,0.0349,0.0217,0,0.0226,0.0491,0.0311,0,0.35,0.0415,42570.9967,0.466809422
239390,902,0.2102,0.1739,0,0.2101,0,0,0.0072,0.0217,0,0.0072,0.0652,0.2464,0,48297.33333,0.14801444
239424,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
239442,NULL,NULL,0.1949,0.0654,0.0213,0.0654,0.0441,0,0.0455,0.01,0.0256,0,0.3457,0.0711,30882.60334,0.363834423
239460,NULL,NULL,0.1751,0,0.0017,0.0759,0.0305,0,0.0144,0.0284,0.0098,0,0.3872,0,34299.39274,0.427849928
239488,NULL,NULL,0.1404,0,0.0059,0.043,0.0418,0,0.0325,0.052,0.0196,0,0.5194,0,38513.11838,0.362504862
239512,1118,0.5448,0.0726,0.0081,0.0242,0,0,0,0,0,0.0726,0,0,0,70555.99074,0.157894737
239628,1105,0.5968,0.102,0,0.0408,0.0102,0,0,0,0,0,0.0153,0,0,79422.79397,0.099056604
239637,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
239716,1125,0.6673,0.2477,0,0.0335,0.0223,0,0,0,0,0.1415,0.1061,0,0,95854.17347,0.108159393
239743,NULL,0.2667,0.3182,0,0.0455,0.0303,0,0.1667,0,0,0.1364,0,0.0909,0,41110.37086,0.241071429
239877,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,31786.19355,PrivacySuppressed
239910,NULL,NULL,0.0645,0,0,0.0434,0.025,0,0.0316,0.0474,0.0197,0,0.5316,0.0461,40664.46199,0.35059761
239929,NULL,0,0.1818,0,0,0.0455,0,0,0.2955,0,0,0,0.4659,0,19984.56701,0.429780564
240055,970,NULL,0,1,0,0,0,0,0,0,0,0,0,0,51954.26249,0.277044855
240107,1090,0.2982,0.1776,0.0306,0.0612,0,0,0,0.0204,0,0.0429,0.0102,0.4694,0,72180.41188,0.166112957
240116,NULL,NULL,0.104,0,0,0.0658,0.0481,0,0.0579,0.0289,0.0079,0,0.4931,0.0137,44088.52565,0.348428343
240125,NULL,NULL,0.1193,0,0.0231,0.0411,0.053,0,0.0694,0.0519,0.0154,0,0.4925,0.0283,38799.62317,0.386624204
240170,NULL,NULL,0.1607,0.0006,0.0258,0.0232,0.0755,0,0.0458,0.0426,0.0116,0,0.5274,0.0032,43640.27992,0.381054131
240189,1050,0.2792,0.2961,0.0624,0.0567,0.012,0,0,0,0.0221,0.1315,0.0744,0.008,0,77498.11375,0.152019992
240198,NULL,NULL,0.1097,0,0,0.0529,0.0529,0,0.0259,0.0107,0,0,0.5388,0.0135,40174.94118,0.30615942
240213,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
240240,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,32488.61714,0.172413793
240268,1110,0.2866,0.1983,0.0256,0.0573,0.0172,0,0,0.0307,0,0.0712,0.0615,0.142,0,84029.01281,0.09899087
240277,1070,0.2392,0.1572,0.1195,0.048,0.0228,0,0,0,0,0.059,0.0456,0.0951,0,61481.20298,0.21908349
240329,1130,0.3614,0.1903,0.0137,0.0204,0.0193,0,0,0,0,0.0712,0.0565,0.0972,0,87240.381,0.075246497
240338,1101,0.4406,0.2911,0,0.0633,0.0127,0,0,0,0,0.0844,0.0675,0.0802,0,76220.743,0.182692308
240365,1030,0.1462,0.1685,0.0313,0.0313,0.022,0,0,0.043,0,0.1197,0.0816,0.1392,0,70498.97629,0.155920281
240374,970,0.1117,0.2321,0.01,0.0745,0.0315,0,0,0.1189,0,0,0.0444,0.0473,0,56200.32789,0.258178603
240392,NULL,0.2079,0.1446,0,0.025,0.076,0,0,0.0635,0.0042,0,0,0.667,0,24998.08697,0.33603708
240417,1030,0.2307,0.3397,0,0.0783,0.0574,0,0,0,0.0801,0.0927,0,0.0772,0,77937.10113,0.177526937
240426,990,0.1593,0.1379,0.0426,0.0487,0.0061,0,0,0,0,0.1826,0.0913,0.0081,0,55973.85238,0.273492286
240444,1300,0.5604,0.1158,0,0.0249,0.0235,0,0,0,0,0.0196,0.0569,0.0479,0,105086.3869,0.070463321
240453,1050,0.1427,0.2093,0,0.0735,0.0445,0,0,0.0388,0,0.0675,0.0653,0.1025,0,62532.72822,0.219334164
240462,1090,0.1986,0.1354,0.0007,0.0218,0.0218,0,0,0.113,0.0751,0.0912,0,0,0,77047.97103,0.186845169
240471,1050,0.2883,0.1455,0,0.0358,0.0301,0,0,0,0,0.1358,0.0959,0.0252,0,75988.75804,0.168236878
240480,1050,0.2586,0.0876,0.0238,0.085,0.0253,0,0,0,0,0.0998,0.0607,0.0834,0,68635.19236,0.105456213
240505,NULL,NULL,0.0411,0.1088,0.0371,0.0119,0.0464,0,0.0531,0.057,0.0517,0.0146,0.3196,0,41252.26579,0.357037037
240514,NULL,NULL,0.0617,0.1451,0.0247,0.0031,0,0,0.0586,0.1327,0.0247,0.0216,0.1821,0.0216,34967.74843,0.3175
240596,NULL,NULL,0.0728,0.1992,0.023,0,0,0,0.0536,0,0.0958,0.0038,0.0958,0.0383,40451.06825,0.320754717
240620,NULL,NULL,0.0668,0.1442,0.0176,0.027,0.0844,0,0.0293,0.027,0.0692,0.0059,0.2978,0,42132.59173,0.332046332
240657,NULL,NULL,0.061,0.1341,0.1128,0,0,0,0.0335,0.0335,0.064,0.0213,0.1768,0,42730.78248,0.3
240666,NULL,NULL,0.0514,0.2069,0.0303,0.0119,0.0988,0,0.0553,0.0448,0.0527,0,0.1989,0.0514,44654.90935,0.322338831
240693,NULL,NULL,0.1032,0.1501,0.0469,0.0469,0.1764,0,0.0169,0.0375,0.0694,0.0113,0.1614,0,46301.43601,0.326704546
240709,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,25883.34483,0.299145299
240718,NULL,NULL,0,0,0,0,1,0,0,0,0,0,0,0,45681.75202,0.222504948
240727,1122,0.2583,0.1307,0.0015,0.037,0.0123,0,0,0.0365,0.002,0.1016,0.039,0.1219,0,67856.97726,0.179064825
240736,NULL,NULL,0.0824,0.5725,0.0078,0,0.0039,0,0.1059,0.0235,0.0627,0,0.098,0,17543.73672,0.144838213
240745,NULL,NULL,0.1596,0.0567,0.0461,0.0461,0,0,0.1348,0.0319,0.1809,0,0.2589,0.0851,21629.14818,0.369390104
240754,NULL,0.0793,0.2759,0,0.0132,0.0331,0,0,0.0728,0,0.1589,0.0353,0.0706,0,35562.71896,0.030660377
240790,NULL,0,0.2119,0.4967,0,0,0,0,0.0795,0,0.1722,0,0,0,19675.38177,0.401477833
240879,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.0714,0.9286,5902.687003,PrivacySuppressed
240985,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.9204,0.0149,4864.103396,PrivacySuppressed
241100,NULL,0.0559,0.2276,0.0081,0,0.0976,0,0,0.4959,0,0.1382,0.0325,0,0,12142.64145,0.240981241
241128,NULL,0.1038,0.3091,0,0,0.1273,0,0,0.2909,0,0.2455,0.0273,0,0,12142.64145,0.240981241
241146,NULL,NULL,0.013,0,0,0.0078,0.1062,0,0,0,0,0,0.101,0.7642,2940.146291,0.183423913
241182,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.8306,0.1694,8001.225946,0.109589041
241191,NULL,0.135,0.0853,0,0,0.0047,0,0.09,0,0,0.0711,0,0.5735,0,18125.03518,0.147208122
241216,NULL,0.2377,0,0,0.0398,0.9204,0,0,0,0,0,0,0,0,20170.78091,0.313232831
241225,NULL,0.0081,0.2398,0,0,0.009,0,0,0,0,0.086,0.0226,0.3439,0,14050.5315,0.212880143
241304,NULL,0.25,0.0482,0,0.0258,0.0017,0.0172,0,0,0,0,0,0.8692,0,11633.26522,0.147308782
241331,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.871,0,21511.89322,0.211453745
241377,NULL,0.0241,0.1148,0,0,0.0335,0,0,0.0957,0.0096,0.0957,0,0.3397,0.1722,10767.67447,0.237440508
241386,NULL,0,0.125,0,0,0,0,0,0.1429,0,0.0536,0,0.6161,0,10767.67447,0.237440508
241395,NULL,0.05,0.1184,0.1842,0,0,0,0,0,0,0.1316,0,0.0789,0,16712.36845,0.184980237
241410,NULL,0.073,0.1562,0.0668,0.0378,0,0,0,0,0,0.0466,0.0353,0.2909,0,16712.36845,0.184980237
241517,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,8560.651782,0.101467773
241614,NULL,0,0,0,0,0,0,1,0,0,0,0,0,0,15822.305,0.28125
241720,NULL,0.125,0.1128,0,0,0.064,0.0213,0,0.1982,0.0579,0,0,0.5457,0,12574.34378,0.149200711
241739,NULL,0.0615,0.224,0,0,0.0126,0.0115,0,0.1162,0.0068,0.0769,0.0241,0.4139,0,14589.37723,0.228686507
241766,NULL,0.4211,0,0,0.6957,0,0,0,0,0,0.3043,0,0,0,26918.72483,0.172043011
241793,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
241836,NULL,0.0769,0.0917,0,0,0.0542,0,0,0,0,0,0,0.8542,0,13367.3285,0.216718266
241906,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,8279.735562,0.083333333
241951,NULL,0.0303,0,0,0.8966,0,0,0,0,0,0.1034,0,0,0,22478.71064,0.170940171
242042,NULL,NULL,0.2079,0,0,0.0393,0,0,0,0.2865,0,0,0.382,0,12524.28905,PrivacySuppressed
242112,NULL,NULL,0.0532,0,0.0095,0.019,0.0646,0,0,0.249,0,0,0.4354,0.0057,10959.34055,0.165775401
242121,NULL,NULL,0.1969,0,0,0.0933,0,0,0,0.0777,0,0,0.4819,0,7336.209524,0.201834862
242130,NULL,NULL,0,0,0,0.0299,0,0,0.0359,0.0359,0,0,0.485,0.3293,5628.616913,0.148741419
242149,NULL,NULL,0.0536,0,0,0.0476,0,0,0.0417,0.0655,0,0,0.4762,0.25,5628.616913,0.148741419
242316,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0.9826,4338.408072,PrivacySuppressed
242413,NULL,NULL,0,0,0.0077,0,0,0,0,0,0,0,0.0051,0.1359,10907.03899,PrivacySuppressed
242422,NULL,NULL,0.0858,0,0,0.0105,0.0462,0,0,0.0841,0,0,0.2457,0.5213,6181.935476,0.081258506
242556,NULL,NULL,0.2238,0,0,0.0476,0,0,0,0.6286,0,0,0.1,0,12524.28905,PrivacySuppressed
242565,NULL,NULL,0.1341,0,0,0.0488,0,0,0,0.5244,0,0,0.2927,0,12524.28905,PrivacySuppressed
242583,NULL,NULL,0.2601,0,0.0925,0.0347,0,0,0,0.3988,0,0,0.2139,0,12524.28905,PrivacySuppressed
242617,NULL,0.1191,0.1446,0,0.0477,0.0354,0,0,0,0.0385,0.0615,0,0.3138,0.0277,16481.08333,0.088838269
242626,NULL,0.0685,0.1509,0,0,0.0529,0.0062,0,0.1462,0.0156,0.0389,0,0.3375,0.0202,13251.43389,0.109649123
242635,NULL,0.1237,0.1403,0,0,0.0399,0,0,0.0694,0,0.0857,0,0.5037,0,14258.63612,0.082795699
242644,NULL,0.2149,0.1367,0,0,0.0288,0.0168,0,0.1391,0,0.012,0,0.5659,0.0048,11035.6933,0.069605568
242653,NULL,0.175,0.152,0.0026,0.0155,0.0345,0,0,0.0864,0,0.0397,0,0.3549,0,20575.01691,0.090573013
242662,NULL,0.0816,0.2626,0,0,0.0457,0.0012,0,0.1454,0,0.0422,0,0.32,0.0164,16907.46239,0.121243523
242680,NULL,0.0342,0.3053,0,0,0.0802,0.0076,0,0.1641,0,0.0496,0,0.1489,0,14785.24627,0.089473684
