UNITID,SAT_AVG,C100_4,PCIP52,PCIP24,PCIP50,PCIP11,PCIP47,PCIP39,PCIP43,PCIP15,PCIP13,PCIP09,PCIP51,PCIP12,FAMINC,WDRAW_ORIG_YR4_RT
110413,1109,0.6017,0.2582,0.0426,0.0371,0.0398,0,0,0.0563,0,0,0.1374,0,0,84279.08216,0.137614679
110422,1259,0.4016,0.1393,0.0189,0.0252,0.0174,0,0,0,0.0101,0.0191,0.0323,0.022,0,94367.72603,0.121350019
110468,NULL,NULL,0.2523,0.0047,0,0,0,0,0.0607,0,0.6495,0,0,0,23271.62125,0.031331593
110486,NULL,0.131,0.1737,0.119,0.0223,0.0159,0,0,0.0738,0,0.0331,0.0471,0.0712,0,36935.25783,0.26408292
110495,NULL,0.1554,0.1967,0.0786,0.0239,0.0239,0,0,0.0886,0,0.0207,0.0434,0.0679,0,38281.27132,0.17258427
110510,887,0.1347,0.226,0.0539,0.0342,0.0152,0,0,0.065,0,0.0044,0.0456,0.0865,0,36783.5203,0.167480469
110529,1066,0.147,0.3,0.0297,0.0326,0.0269,0,0,0,0.0236,0.0026,0.0307,0.0157,0,45859.22471,0.149399951
110538,1003,0.2273,0.1612,0.0463,0.0741,0.0336,0,0,0.0365,0.0252,0.0229,0.0463,0.0975,0,50667.10074,0.137109254
110547,NULL,0.0617,0.1933,0.0666,0.0287,0.0178,0,0,0.0694,0.0008,0.0267,0.0558,0.1441,0,28465.3364,0.208422994
110556,897,0.1554,0.1462,0.0763,0.0441,0.0049,0,0,0,0.0139,0.0286,0.0459,0.1269,0,37162.82651,0.171095981
110565,1024,0.1733,0.2375,0.0176,0.052,0.01,0,0,0.0396,0,0.0532,0.1276,0.0993,0,42946.3191,0.115001509
110574,NULL,0.1281,0.2293,0.0435,0.0445,0.0236,0,0,0.0654,0,0,0.0347,0.1806,0,36898.68751,0.218209877
110583,1056,0.1587,0.1436,0.0303,0.112,0.0108,0,0,0.0166,0.0111,0,0.0695,0.1064,0,40555.00959,0.103972536
110592,874,0.0677,0.204,0.0353,0.0414,0.0263,0,0,0.0598,0.009,0.0375,0.0725,0.1161,0,28938.55602,0.187239118
110608,902,0.1136,0.1676,0.0483,0.0573,0.0202,0,0,0,0.0035,0.0337,0.1377,0.0797,0,34294.5097,0.137702591
110617,948,0.0664,0.1459,0.0311,0.0443,0.0128,0,0,0.0745,0.0046,0.0489,0.0851,0.084,0,40877.63963,0.13694519
110635,1397,0.7337,0.0466,0,0.0303,0.0374,0,0,0,0,0,0.0246,0.0214,0,54037.53654,0.270798167
110644,1226,0.5763,0.0559,0,0.0399,0.0216,0,0,0,0,0.0013,0.0306,0.0174,0,51944.66983,0.080961539
110653,1175,0.7179,0.0903,0,0.0577,0.0443,0,0,0,0,0.0184,0.0075,0.1186,0,50241.98231,0.348991936
110662,1339,0.7365,0.0277,0.0001,0.047,0.0177,0,0,0,0,0,0,0.0068,0,54636.97476,0.106843185
110671,1119,0.475,0.1637,0.0155,0.0519,0.0174,0,0,0,0,0,0,0,0,50827.32552,0.089852265
110680,1344,0.5831,0.0489,0,0.028,0.0543,0,0,0,0,0.0021,0.0479,0.0048,0,55162.95584,0.103146853
110699,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12718.07143,PrivacySuppressed
110705,1248,0.6762,0.0125,0.0004,0.0546,0.0257,0,0,0,0,0,0.0609,0,0,58043.53161,0.149182177
110714,1201,0.5535,0.0665,0,0.0855,0.0701,0,0,0,0,0,0,0,0,59774.77965,0.107122008
110778,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,PrivacySuppressed,PrivacySuppressed
110875,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,33655.3587,PrivacySuppressed
110918,NULL,NULL,0,0,0,0,0,1,0,0,0,0,0,0,34906.8,PrivacySuppressed
111009,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,35249.39931,0.265714286
111054,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,25978.73041,0.096153846
111081,NULL,0.5125,0,0,1,0,0,0,0,0,0,0,0,0,82655.17417,0.252747253
111188,NULL,0.4178,0.1081,0,0,0,0,0,0,0.227,0,0,0,0,78248.63876,0.162303665
111391,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
111434,NULL,NULL,0.0861,0.1975,0.0557,0.0089,0,0,0,0,0,0.019,0.1418,0,22266.69017,0.262002744
111461,NULL,NULL,0.1286,0.2646,0.0435,0.0134,0.0054,0,0.0628,0.0114,0.001,0.0307,0.0668,0.0025,26270.68596,0.230801688
111513,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,24226.19277,0.133333333
111638,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,32615.51724,0.125799574
111708,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.1436,0,16150.07165,0.114424635
111717,NULL,NULL,0.0552,0,0,0,0.3442,0,0,0,0,0,0.3409,0.0877,16150.07165,0.114424635
111726,NULL,NULL,0.3846,0,0,0,0,0,0,0,0,0,0,0,16150.07165,0.114424635
111744,NULL,NULL,0,0,0,0,0.2414,0,0,0,0,0,0,0,16150.07165,0.114424635
111762,NULL,NULL,0.1182,0,0,0,0,0,0,0,0,0,0.3727,0,16150.07165,0.114424635
111799,NULL,NULL,0.7869,0,0,0,0,0,0,0,0,0,0,0,16150.07165,0.114424635
111887,NULL,NULL,0.2237,0.113,0.0124,0.0043,0.0234,0,0.0353,0.0353,0.0024,0.0296,0.0963,0.0649,21431.49691,0.316056338
111896,NULL,NULL,0.1128,0.3891,0.0019,0.0447,0,0,0.0253,0,0,0,0.142,0,16508.97228,0.275382476
111920,NULL,NULL,0.2575,0.2421,0.0118,0.0054,0.0435,0,0.0453,0,0.0036,0.0199,0.0798,0,21422.39667,0.252142535
111939,NULL,NULL,0.0969,0.3844,0.0118,0.0746,0.0368,0,0.0297,0.0013,0.0054,0.0179,0.079,0.0084,20704.85425,0.294392523
111948,1217,0.6514,0.2532,0,0.2321,0.0108,0,0,0,0,0.0395,0.1511,0.0427,0,99085.29734,0.136402387
111966,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,32791.52518,PrivacySuppressed
112075,1029,0.5167,0.187,0.0987,0.0378,0,0,0.021,0,0,0,0.0735,0.2143,0,73622.78175,0.186714542
112084,933,0.1905,0.1392,0.1907,0.0258,0,0,0.1495,0,0,0.0567,0.0412,0,0,53183.43174,0.320954907
112127,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL
112172,NULL,NULL,0.1096,0.2748,0.0332,0.0038,0.0345,0,0.03,0.01,0,0.0089,0.0308,0.0456,23078.98317,0.236205593
112181,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,21724.56627,PrivacySuppressed
112190,NULL,NULL,0.0547,0.1367,0.0191,0.0563,0.0722,0,0.043,0.0223,0.0061,0.0127,0.1986,0.0088,15466.81745,0.31731533
112251,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36687.70588,PrivacySuppressed
112260,1408,0.773,0.0815,0,0.0031,0.0188,0,0,0,0.0094,0,0.0094,0,0,106706.9461,PrivacySuppressed
112288,NULL,NULL,0.0881,0,0,0,0,0,0,0,0,0,0.9067,0,18561.73518,0.180597015
112367,NULL,NULL,0.1929,0,0,0,0,0,0,0,0,0,0.8071,0,17835.38542,PrivacySuppressed
112385,NULL,NULL,0.4932,0.2146,0.0011,0.0506,0.0472,0,0.0133,0.0057,0,0,0.0084,0,21628.86372,0.30628432
112394,NULL,0.2857,0.0175,0,0.0877,0,0,0,0.1053,0,0,0,0,0,59216.15929,0.356060606
112446,NULL,0.25,0,0,0,1,0,0,0,0,0,0,0,0,36841.7,0.341818182
112455,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,20277.08929,PrivacySuppressed
112525,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112561,NULL,NULL,0.1125,0.2421,0.0147,0.0269,0.0807,0,0.1002,0,0,0.0122,0.0831,0.0244,17742.94844,0.298076923
112570,NULL,0.4,0,0,1,0,0,0,0,0,0,0,0,0,60770.21825,0.353448276
112686,NULL,NULL,0.0714,0.3238,0.0095,0.0048,0.0238,0,0.0548,0.0905,0,0.0167,0.0929,0.0024,18440.2588,0.254656161
112826,NULL,NULL,0.0867,0.1921,0.0089,0.0276,0.0197,0,0.0335,0.0108,0,0.0158,0.0493,0.0256,17994.30679,0.319386332
113096,NULL,NULL,0.1584,0.1934,0.0192,0.0306,0.161,0,0.0017,0,0,0.0262,0.098,0.0184,20031.0067,0.269637115
113111,NULL,NULL,0.0631,0.0086,0.0203,0.0214,0,0,0.0791,0,0,0.0118,0.2952,0,22783.12043,0.178010471
113193,NULL,NULL,0.1045,0.2356,0.0266,0.0094,0.0129,0,0.0231,0.0009,0,0.0326,0.1585,0,27813.42647,0.250622407
113218,NULL,NULL,0.1143,0.3216,0.033,0.0306,0.0306,0,0,0.0754,0,0.0024,0.0106,0,14319.43389,0.234925607
113236,NULL,NULL,0.114,0.1283,0.0309,0.0424,0.1231,0,0.0017,0.0636,0,0.0149,0.1609,0.0767,22812.4996,0.238550378
113333,NULL,NULL,0.2717,0.0543,0.0265,0.0225,0.0776,0,0.0146,0.0221,0.0026,0.0318,0.0781,0,23747.85856,0.286637061
113449,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.0253,0.9747,19824.35252,0.210526316
113537,NULL,NULL,0,0,1,0,0,0,0,0,0,0,0,0,36161.78571,PrivacySuppressed
113573,NULL,NULL,0.135,0.1756,0.0312,0.0132,0.0397,0,0.1039,0.0217,0,0.0198,0.1143,0.0076,21466.961,0.331666667
113582,NULL,0.6667,0,0,1,0,0,0,0,0,0,0,0,0,48065,0.327586207
113634,NULL,NULL,0.1171,0.2189,0.0206,0.0481,0.002,0,0.086,0.0061,0.0012,0.0279,0.0941,0.0246,21142.59732,0.253250424
113698,1054,0.526,0.1723,0.0496,0.0444,0,0,0,0,0,0.0287,0.0548,0.3681,0,80168.51877,0.122194514
113704,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113856,NULL,NULL,0.1333,0.194,0.0059,0.0056,0.0063,0,0.2093,0.0052,0.0127,0.0042,0.0779,0,19251.77808,0.140950949
113980,NULL,NULL,0.1001,0.2824,0.0184,0.0092,0.0209,0,0.0406,0.0339,0,0.0293,0.0725,0.0189,18440.2588,0.254656161
114044,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,27114.589,PrivacySuppressed
114114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
114123,NULL,NULL,0.2712,0,0,0.1186,0,0,0,0,0,0,0.5028,0,29117.42767,0.258741259
114266,NULL,NULL,0.2397,0.1233,0.0051,0.0017,0.0565,0,0.1062,0,0,0.0017,0.1182,0,18533.42422,0.224466891
114354,NULL,0.5597,0.518,0,0.4305,0,0,0,0,0,0,0,0,0,68088.15435,0.162847392
114390,NULL,0.4286,0.5889,0,0.4111,0,0,0,0,0,0,0,0,0,68088.15435,0.162847392
114415,NULL,NULL,0.518,0,0.4305,0,0,0,0,0,0,0,0,0,68088.15435,0.162847392
114433,NULL,NULL,0.2155,0.3286,0.0035,0.0035,0,0,0.0141,0,0.0071,0,0.0035,0.0071,32201.73535,0.287179487
114460,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,37040.67164,0.103092784
114549,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114585,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed
114637,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,21418.34286,NULL
114716,NULL,NULL,0.0659,0.296,0.03,0.0095,0,0,0,0,0.0051,0.0337,0.2154,0,25632.92838,0.265855778
114734,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114761,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,15505.70769,PrivacySuppressed
114789,NULL,NULL,0.1137,0.0277,0.0361,0.0297,0.0311,0,0.0811,0.0213,0.041,0.0153,0.2457,0.001,18628.75171,0.287158746
114813,988,0.4689,0.2016,0.1888,0.0176,0,0,0.0432,0.0096,0,0.0464,0.0208,0.08,0,46108.42316,0.310629515
114840,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed
114859,NULL,NULL,0.1351,0.2327,0.051,0.0077,0.0048,0,0.0495,0.0067,0.0005,0.0356,0.0168,0.0577,23326.19123,0.242790698
114938,NULL,NULL,0.064,0.3837,0.0198,0.0326,0.0326,0,0.0698,0.0186,0.0035,0.0674,0.1628,0.0326,22623.58041,0.28115653
114947,NULL,NULL,0,0,1,0,0,0,0,0,0,0,0,0,33859.22308,PrivacySuppressed
115001,NULL,NULL,0.3178,0.0576,0.0509,0.0144,0.0078,0,0.0377,0.0055,0,0.0332,0.1905,0.0044,16109.49028,0.302119582
115010,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,25853.51195,0.115384615
115083,NULL,NULL,0.9789,0,0,0.0211,0,0,0,0,0,0,0,0,46079.66029,0.333333333
115126,NULL,NULL,0.0573,0.5967,0.0251,0.0016,0.0107,0,0.0354,0.0076,0,0.0167,0.0354,0.0426,20488.46772,0.211029093
115214,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed
115296,NULL,NULL,0.1274,0.4417,0.0211,0.0051,0,0,0.0746,0,0,0.0246,0.0615,0.0381,18334.38377,0.216
115357,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,16288.62195,PrivacySuppressed
115393,NULL,NULL,0.0475,0.5571,0.0092,0.0046,0.0115,0,0.0966,0.0084,0,0.0054,0.0506,0,26590.71137,0.285714286
115409,1484,0.8551,0,0,0.0054,0.2989,0,0,0,0,0,0,0,0,117221.6165,PrivacySuppressed
115658,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,23420.17293,PrivacySuppressed
115728,858,0.2816,0.15,0.0722,0.0056,0.0056,0,0,0,0,0,0.0333,0.3111,0,56009.95652,0.141955836
115746,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
115755,990,0.1591,0.0753,0.0797,0.0803,0.0087,0,0,0,0,0,0.0473,0,0,43135.11722,0.176239568
115773,NULL,0.3,0.3957,0.1174,0,0,0,0,0.1609,0,0.1348,0,0,0,25822.38701,0.395415473
115861,NULL,NULL,0.07,0.2966,0.0124,0.0155,0.0136,0,0.1548,0.0167,0,0.0068,0.0836,0,20577.78149,0.345650938
115931,NULL,NULL,0,0,0,0,0.2077,0,0,0,0,0,0.3873,0,24271.55503,0.137535817
116226,NULL,NULL,0,0,1,0,0,0,0,0,0,0,0,0,74094.01299,0.341463415
116350,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,36891.41837,0.076576577
116439,NULL,NULL,0.1578,0.6048,0.0084,0.0311,0.0063,0,0.0156,0.0072,0,0.0118,0.0059,0,22904.31715,0.189453125
116466,NULL,1,0.171,0,0,0.3731,0,0,0.0803,0.3756,0,0,0,0,24683.68938,0.408208589
116475,NULL,NULL,0.194,0,0,0.3532,0,0,0.0498,0.403,0,0,0,0,24683.68938,0.408208589
116484,NULL,NULL,0.1886,0,0,0.3443,0,0,0.0689,0.3802,0,0,0.018,0,24683.68938,0.408208589
116563,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,41628.12785,0.182432432
116712,NULL,NULL,0.1266,0.1013,0,0,0,0,0.038,0,0,0,0.0253,0,40111.27333,0.419047619
116846,NULL,0.6316,0.1795,0.0513,0,0,0,0,0,0,0,0,0,0,51941.61765,PrivacySuppressed
117052,NULL,NULL,0.1135,0.1089,0.0108,0.027,0.051,0,0.0734,0,0.0015,0.0185,0.0571,0,23693.85738,0.224045546
117104,901,0.1892,0,0.2079,0,0,0,0.7921,0,0,0,0,0,0,52451.05866,0.238709677
117113,NULL,0.3851,0.0388,0,0.3685,0.0819,0,0,0,0,0,0,0,0.3858,23760.88982,0.399986498
117140,1034,0.4462,0.4321,0.075,0.0245,0.0111,0,0,0,0,0.0371,0.0569,0.0095,0,52429.23062,0.267648864
117168,NULL,0.3971,0,0,0.9091,0,0,0,0,0,0,0,0,0,70734.72917,0.205882353
117195,NULL,NULL,0.0971,0.0825,0.0534,0.0146,0,0,0.0728,0,0,0,0.0534,0.0583,18079.76634,0.294871795
117238,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,24455.31841,0.134146342
117247,NULL,NULL,0.2209,0.067,0.0223,0,0.0317,0,0,0.134,0,0.0071,0,0.1081,12966.76862,0.283857729
117274,NULL,NULL,0.0361,0.6325,0.0151,0,0.009,0,0.0753,0.0813,0,0,0.0211,0,23826.4881,0.355263158
117520,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117557,NULL,0,0.75,0,0,0,0,0,0,0,0,0,0.25,0,26290.53333,PrivacySuppressed
117575,NULL,0,0,0,0,0,0,1,0,0,0,0,0,0,33484,PrivacySuppressed
117627,929,0.2329,0.106,0.0287,0.0544,0.0115,0,0,0.0659,0,0.0172,0.0258,0.2407,0,60044.99313,0.153724247
117636,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,46689.54589,0.068
117645,NULL,NULL,0.1981,0.0126,0.0189,0.0151,0.0472,0,0.0704,0.0138,0.0025,0.0824,0.1673,0.0145,18942.78634,0.337014726
117672,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,28580.78947,PrivacySuppressed
117690,NULL,NULL,0.0506,0.526,0.0127,0.0028,0.0028,0,0.0295,0.0042,0,0.0042,0.09,0.0267,20577.54966,0.285218254
117706,NULL,NULL,0.0975,0.4974,0.014,0.0161,0.0664,0,0.0187,0.0005,0,0.0031,0.0607,0,19170.10409,0.269382392
117715,NULL,NULL,0.0685,0.6767,0.0027,0.011,0.0055,0,0.0466,0,0,0.0014,0.0616,0,13525.24029,0.279590531
117724,NULL,NULL,0.0786,0.0155,0.0643,0.0109,0.2084,0,0.0006,0.12,0,0,0.0258,0.1315,14011.70711,0.333215548
117733,NULL,NULL,0.0655,0.442,0.0132,0.0042,0.0048,0,0.0367,0.0192,0.0054,0.0337,0.0667,0,17720.75983,0.287507297
117751,1091,0.5698,0.1804,0.149,0.051,0.0314,0,0.2431,0,0,0.051,0.1137,0,0,73755.17478,0.197101449
117788,NULL,NULL,0.048,0.2439,0.0939,0.0096,0.0022,0,0.0237,0,0.0067,0.0421,0.1552,0,14132.61807,0.326906957
117803,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,25621.69925,PrivacySuppressed
117867,NULL,NULL,0.0572,0.5572,0.0073,0.0073,0,0,0.0227,0,0,0.0027,0.0445,0.0281,20155.31992,0.307017544
117894,NULL,NULL,0.0818,0.3125,0.0107,0.0173,0.0813,0,0.0747,0.0244,0,0.0081,0.093,0,19380.09332,0.278886872
117928,NULL,0.2361,0.1155,0,0.5299,0.1155,0,0,0,0,0,0,0,0.1673,23760.88982,0.399986498
117946,1222,0.6968,0.2426,0.0277,0.1422,0.0097,0,0.0013,0,0,0,0.103,0.0032,0,105829.8624,0.084600761
117955,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,28608.78533,0.088607595
118134,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL
118143,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,21436.45455,0.104166667
118161,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,42187.69079,PrivacySuppressed
118189,NULL,NULL,0.2308,0,0,0.011,0,0,0,0,0,0,0.7473,0,9817.375796,0.178571429
118198,NULL,NULL,0.0927,0,0,0.1783,0,0,0,0,0,0,0.4301,0.1643,29406.02011,0.145400594
118259,NULL,NULL,0,0,0,0,0,0,0.0483,0,0,0,0.9517,0,20016.5151,0.104390244
118277,NULL,NULL,0,0,0,0,0,0,0.031,0,0,0,0.969,0,27807.23928,0.091595845
118286,NULL,NULL,0,0,0,0,0,0,0.0427,0,0,0,0.9573,0,26567.34059,0.082272282
118347,NULL,NULL,0.1247,0.2493,0.0443,0.0028,0.0111,0,0.0222,0,0,0.0139,0.2299,0,17531.31774,0.366412214
118541,NULL,NULL,0.2899,0.4675,0,0,0,0,0,0,0,0.0592,0,0,56588.92377,0.111455108
118684,NULL,NULL,0.2696,0.0602,0.0209,0.0079,0.0602,0,0.0707,0.0105,0.0079,0.0183,0.0681,0,19248.17975,0.338157895
118693,1018,0.3233,0.8944,0.0062,0,0,0,0,0,0,0,0.0062,0,0,71437.65416,0.338383838
118718,NULL,NULL,0.1244,0.0848,0.016,0.0104,0.0415,0,0.0763,0.016,0,0.0104,0.1527,0.0132,20889.17104,0.282369146
118772,NULL,NULL,0.0461,0.0841,0,0,0,0,0.0583,0.0014,0.0027,0.0014,0.194,0,15651.48132,0.231239093
118888,1183,0.5849,0.048,0,0.0959,0.0074,0,0,0,0,0,0,0.0886,0,59817.16667,0.067114094
118912,NULL,NULL,0.1222,0.4495,0.011,0.0133,0.0243,0,0.0159,0.019,0.0015,0.0133,0.1055,0.0008,22310.7919,0.230980752
118930,NULL,NULL,0.1629,0.1023,0.029,0.0783,0.0013,0,0.0518,0,0.0038,0.0152,0.154,0.029,19209.96526,0.287817938
118958,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,23814.47917,PrivacySuppressed
118967,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,26092.98393,0.081145585
118976,NULL,NULL,0.1147,0.1593,0.045,0.0299,0.028,0,0.0441,0,0.0028,0.0199,0.1664,0.0005,19810.50278,0.280892905
118994,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,13462.42213,PrivacySuppressed
119058,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,88725.29967,0.062015504
119067,NULL,NULL,0.1646,0.1601,0.0716,0.0091,0.0137,0,0.0793,0,0,0.0107,0.1326,0,24278.26421,0.253303965
119137,NULL,NULL,0.0871,0.2544,0.0395,0.0064,0,0,0.0401,0.0041,0,0.0407,0.0523,0,25482.99121,0.224671916
119164,NULL,NULL,0.1728,0.0061,0.0217,0.0567,0.0408,0,0.0263,0.0336,0.0069,0.0214,0.1378,0.011,22513.76006,0.264322917
119173,915,0.519,0.1001,0.1001,0.0153,0,0,0,0,0,0.0153,0.0056,0.4465,0,46960.11259,0.105614973
119216,NULL,NULL,0.0866,0.2994,0.0303,0.0195,0.0076,0,0.0417,0.02,0,0.0097,0.0379,0,19891.2166,0.304472477
119234,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.8308,0,26636.50725,0.223684211
119270,NULL,0.6316,0,0,0.6409,0,0.0837,0,0,0,0,0,0,0,45801.10408,0.683928571
119331,NULL,NULL,0.0575,0.1621,0.0195,0.0011,0,0,0.1138,0.0046,0,0.0115,0.169,0,24415.98654,0.261592301
119553,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,28864.80016,0.092537313
119605,NULL,0.1304,0.2841,0.0587,0.0039,0.0448,0,0,0.0799,0.001,0.0799,0.012,0.2075,0,40966.92079,0.277277542
119678,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119775,NULL,0.037,0.1231,0,0,0,0,0,0,0,0,0,0,0,36697.39888,0.3
119845,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,24248.50439,0.162162162
119951,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,16796.48387,0.211111111
120069,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,25450.32361,0.112962963
120078,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,24146.53109,0.110062893
120087,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.9252,0,21977.40116,0.115384615
120184,910,0.2845,0.1868,0.0733,0.0513,0.033,0,0,0,0,0,0.044,0,0,56599.48851,0.298823529
120254,1304,0.8229,0,0,0.0774,0.002,0,0,0,0,0,0,0,0,99582.00979,0.059936909
120272,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,35155.04225,PrivacySuppressed
120290,NULL,NULL,0.1502,0.0216,0.0285,0.0254,0,0,0.0077,0.0177,0.0015,0.0963,0.0555,0,21145.86318,0.254528986
120342,NULL,NULL,0.0881,0.4538,0.0368,0.013,0.0111,0,0,0.01,0.0014,0.0411,0.0619,0.0235,20868.01314,0.204876397
120403,1045,0.6491,0,0,0.9496,0,0,0,0,0,0,0,0,0,59403.52141,0.205223881
120421,NULL,NULL,0.0621,0.3616,0.001,0.0197,0.0365,0,0.0532,0.0227,0,0.0099,0.0926,0.0414,23822.97305,0.312686123
120537,910,0.2308,0.1834,0.1479,0,0,0,0.2308,0,0,0.0947,0,0,0,55711.03063,0.226006192
120661,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,25613.88,0.090342679
120698,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,37759.37838,0.316455696
120740,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
120768,NULL,NULL,0,0,0,0,0,0,0,0,0.1633,0,0,0,31797.53521,0.263779528
120795,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL
120838,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,PrivacySuppressed,PrivacySuppressed
120865,984,0.3034,0.0853,0,0.0613,0.0027,0,0.0293,0,0,0.0373,0.0507,0.4933,0,68088.67403,0.119587629
120883,1152,0.4446,0.2016,0.0057,0.051,0.0283,0,0,0,0.0102,0.0634,0.043,0.0725,0,70221.6278,0.150731159
120953,NULL,NULL,0.1533,0.121,0,0.1102,0.0173,0,0.0194,0.0022,0,0,0.2959,0,16173.40132,0.330143541
120971,NULL,NULL,0.0726,0.3357,0.0131,0.0224,0.0162,0,0.0562,0.0178,0.0072,0.0072,0.0734,0.0005,23063.66851,0.321100917
121017,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.0256,0.9744,18154.58621,PrivacySuppressed
121044,NULL,NULL,0.1426,0.3234,0.0172,0.0038,0.0267,0,0.0244,0.0372,0.0003,0.0223,0.1162,0.0056,20529.41897,0.246228586
121150,1226,0.7596,0.3099,0.0282,0.0587,0,0,0,0,0,0.007,0.1784,0,0,104927.3417,0.075174825
121257,NULL,0.8307,0.0342,0.0038,0.0304,0.019,0,0,0,0,0.0152,0.057,0.0152,0,91883.63559,PrivacySuppressed
121275,NULL,NULL,0,0,0.9207,0,0,0,0,0,0,0.0488,0,0,30308.63804,0.127659575
121309,1148,0.6341,0.1861,0.0274,0.062,0.0109,0,0.0292,0,0,0.0128,0.0566,0.208,0,87274.64172,0.062305296
121345,1435,0.9126,0,0,0.0434,0.0587,0,0,0,0,0,0.023,0,0,72265.79344,PrivacySuppressed
