UNITID,SAT_AVG,C100_4
196176,1124,0.5644
196185,1087,0.5658
196194,1103,0.4866
196200,NULL,0.3571
196219,1082,0.4841
196228,NULL,NULL
196237,995,0.2129
196246,1086,0.4444
196255,NULL,NULL
196264,NULL,0.0717
196291,1113,0.3211
196307,NULL,NULL
196389,NULL,NULL
196413,1195,0.6836
196431,NULL,0.2576
196440,NULL,0
196468,NULL,NULL
196477,NULL,NULL
196565,NULL,NULL
196583,NULL,0
196592,NULL,0.4113
196653,NULL,NULL
196680,NULL,NULL
196699,NULL,NULL
196857,NULL,NULL
196866,NULL,0.8192
196884,NULL,NULL
197018,NULL,0
197027,1220,0.6273
197036,1287,0.797
197045,NULL,0.288
197081,NULL,NULL
197133,1405,0.8632
197142,NULL,0.1857
197151,1065,0.6175
197197,NULL,0.5497
197221,1442,0.6316
197230,1011,0.4276
197285,NULL,NULL
197294,NULL,NULL
197337,NULL,NULL
197522,NULL,NULL
197531,NULL,NULL
197601,NULL,0
197610,NULL,0
197647,NULL,0
197674,NULL,0
197692,NULL,0.55
197708,1229,0.5786
197735,NULL,0
197744,NULL,0
197814,NULL,NULL
197832,NULL,0.1111
197850,NULL,NULL
197869,1157,0.4638
197887,NULL,NULL
197911,959,0.2826
197966,NULL,NULL
197984,1021,0.3485
197993,NULL,0.3203
198011,NULL,NULL
198039,NULL,NULL
198066,NULL,0.2579
198084,NULL,NULL
198109,960,NULL
198118,NULL,NULL
198136,1007,0.3626
198154,NULL,NULL
198190,NULL,NULL
198206,NULL,NULL
198215,990,0.3929
198233,NULL,NULL
198242,NULL,NULL
198251,NULL,NULL
198260,NULL,NULL
198303,773,0.1209
198321,NULL,NULL
198330,NULL,NULL
198367,NULL,NULL
198376,NULL,NULL
198385,1355,0.8994
198419,1450,0.8618
198455,NULL,NULL
198464,1053,0.3544
198491,NULL,NULL
198507,844,0.1608
198516,1211,0.7946
198534,NULL,NULL
198543,870,0.1605
198552,NULL,NULL
198561,977,0.375
198570,NULL,NULL
198598,892,0.2697
198613,NULL,0.4417
198622,NULL,NULL
198640,NULL,NULL
198668,NULL,NULL
198677,NULL,0.3333
198695,1113,0.6109
198710,NULL,NULL
198729,NULL,NULL
198747,894,0.1429
198756,796,0.3794
198774,NULL,NULL
198808,NULL,0.3
198817,NULL,NULL
198835,990,0.3352
198844,NULL,NULL
198862,708,0.1351
198871,783,NULL
198899,912,0.1779
198905,NULL,NULL
198914,NULL,NULL
198923,NULL,NULL
198941,NULL,NULL
198950,1036,0.5483
198969,955,0.1806
198978,NULL,1
198987,NULL,NULL
199005,NULL,NULL
199014,NULL,NULL
199023,NULL,NULL
199032,960,0.3494
199069,909,0.2696
199078,NULL,NULL
199087,NULL,NULL
199102,910,0.2043
199111,1159,0.3611
199120,1343,0.8131
199139,1093,0.2602
199148,1035,0.3222
199157,879,0.1599
199184,1108,0.6688
199193,1264,0.4428
199209,878,0.1186
199218,1162,0.5018
199263,NULL,NULL
199272,868,0.2636
199281,926,0.1814
199306,931,0.3156
199315,898,0.2581
199324,NULL,NULL
199333,NULL,NULL
199412,1064,0.463
199421,NULL,NULL
199449,NULL,NULL
199458,947,0.2
199467,NULL,NULL
199476,NULL,NULL
199485,NULL,NULL
199494,NULL,NULL
199582,741,0.2146
199607,1119,0.5177
199625,NULL,NULL
199634,NULL,NULL
199643,NULL,0.1307
199670,NULL,NULL
199689,NULL,NULL
199698,918,0.2329
199713,NULL,NULL
199722,NULL,NULL
199731,NULL,NULL
199740,NULL,NULL
199759,NULL,0.0781
199768,NULL,NULL
199786,NULL,NULL
199795,NULL,NULL
199838,NULL,NULL
199847,NULL,0.824
199856,NULL,NULL
199865,1120,0.4253
199883,NULL,NULL
199892,NULL,NULL
199908,NULL,NULL
199926,NULL,NULL
199953,NULL,NULL
199962,1040,0.4
199971,NULL,1
199980,NULL,NULL
199999,870,0.17
200004,1032,0.3672
200013,NULL,0.1333
200022,NULL,NULL
200059,951,0.1433
200086,NULL,NULL
200110,NULL,NULL
200129,NULL,NULL
200156,1044,0.2103
200165,NULL,NULL
200192,NULL,NULL
200208,NULL,NULL
200217,1066,0.3923
200226,NULL,0.1241
200253,999,0.1627
200262,NULL,NULL
200280,1088,0.2377
200305,NULL,NULL
200314,NULL,NULL
200332,1091,0.269
200341,NULL,NULL
200387,NULL,NULL
200466,NULL,NULL
200484,926,0.3077
200527,NULL,NULL
200554,NULL,NULL
200572,961,0.2105
200590,NULL,NULL
200624,NULL,NULL
200633,NULL,NULL
200697,NULL,NULL
200785,NULL,NULL
200800,1049,0.1346
200828,NULL,NULL
200846,NULL,NULL
200873,NULL,0.1667
201016,NULL,NULL
201034,NULL,NULL
201061,963,0.4583
201098,NULL,NULL
201104,1045,0.4577
201131,NULL,NULL
201140,NULL,NULL
201159,NULL,NULL
201177,1070,NULL
201195,NULL,0.5119
201283,NULL,NULL
201371,972,0.4163
201399,NULL,NULL
201432,NULL,NULL
201441,1012,0.3407
201469,NULL,NULL
201478,NULL,NULL
201496,NULL,NULL
201539,NULL,NULL
201548,1133,0.5526
201609,NULL,NULL
201618,NULL,NULL
201627,NULL,NULL
201645,1398,0.6311
201654,1169,0.5499
201672,NULL,NULL
201681,NULL,NULL
201690,777,0.0598
201751,NULL,NULL
201803,NULL,NULL
201821,970,NULL
201858,1005,0.1203
201867,NULL,0
201885,1165,0.2838
201928,NULL,NULL
201946,NULL,NULL
201955,NULL,NULL
201964,NULL,0.1849
201973,NULL,NULL
201982,NULL,NULL
202046,1083,0.6545
202055,NULL,NULL
202073,NULL,0.6782
202134,1028,0.1606
202152,NULL,NULL
202161,NULL,NULL
202170,NULL,0.4983
202222,NULL,NULL
202356,NULL,NULL
202435,NULL,NULL
202453,NULL,NULL
202480,1187,0.6206
202514,984,0.3349
202523,NULL,0.7704
202648,NULL,NULL
202657,NULL,NULL
202684,NULL,NULL
202736,NULL,NULL
202763,1047,0.4498
202806,NULL,0
202888,NULL,NULL
202903,NULL,0.2093
202912,990,NULL
202949,NULL,NULL
202985,NULL,NULL
203030,NULL,NULL
203067,NULL,NULL
203085,1033,0.3147
203128,1071,0.5256
203146,NULL,NULL
203155,NULL,NULL
203225,NULL,NULL
203234,NULL,NULL
203289,NULL,NULL
203313,NULL,NULL
203331,NULL,NULL
203368,1127,0.5652
203386,NULL,NULL
203438,NULL,NULL
203447,NULL,0.027
203456,NULL,0.0169
203465,NULL,0.0938
203474,NULL,0.052
203483,NULL,0.0255
203492,NULL,0.0625
203517,1067,0.3245
203526,NULL,0.1176
203535,1335,0.8397
203544,NULL,0.3158
203580,989,0.3612
203599,NULL,NULL
203614,NULL,NULL
203678,NULL,NULL
203720,NULL,NULL
203739,NULL,NULL
203748,NULL,NULL
203757,983,0.1771
203775,1029,0.4822
203845,1100,0.5648
203881,NULL,NULL
203942,NULL,NULL
203960,NULL,0.35
203997,NULL,NULL
204006,NULL,0.0861
204015,NULL,0.0652
204024,1259,0.6536
204060,NULL,NULL
204121,NULL,NULL
204158,NULL,NULL
204176,990,0.6699
204185,1078,0.545
204194,1047,0.5733
204200,NULL,0.2969
204255,NULL,NULL
204264,984,0.3383
204316,NULL,NULL
204334,NULL,NULL
204422,NULL,NULL
204431,NULL,NULL
204440,NULL,NULL
204459,NULL,NULL
204468,899,0.1923
204477,NULL,NULL
204486,NULL,0.2857
204501,1357,0.7571
204592,NULL,NULL
204608,NULL,NULL
204617,1009,0.3577
204626,NULL,NULL
204635,1158,0.5021
204662,NULL,NULL
204671,NULL,0.1339
204680,NULL,0.1875
204699,NULL,0.173
204705,NULL,0.1111
204714,NULL,NULL
204723,NULL,NULL
204769,NULL,NULL
204778,NULL,NULL
204796,1295,0.5852
204802,NULL,0.1739
204820,NULL,0.0773
204839,NULL,0.0761
204848,NULL,0.1111
204857,1108,0.4825
204866,NULL,0.0874
204884,NULL,NULL
204893,1010,NULL
204909,NULL,0.6426
204936,1120,0.5047
204945,NULL,NULL
204963,NULL,NULL
204981,NULL,NULL
204990,NULL,NULL
205027,NULL,0.5
205054,NULL,NULL
205090,NULL,NULL
205124,NULL,0.25
205142,NULL,NULL
205179,NULL,NULL
205203,NULL,0.0586
205391,NULL,NULL
205443,NULL,0.1248
205470,NULL,NULL
205513,NULL,NULL
205522,NULL,NULL
205531,NULL,NULL
205559,NULL,NULL
205568,NULL,NULL
205610,NULL,NULL
205647,NULL,NULL
205841,NULL,NULL
205887,NULL,NULL
205957,1165,0.6995
205966,NULL,NULL
206011,NULL,NULL
206039,NULL,NULL
206048,NULL,0.299
206084,1069,0.2006
206154,NULL,0.5714
206172,NULL,NULL
206181,NULL,NULL
206215,NULL,NULL
206224,NULL,NULL
206279,NULL,0.2143
206288,NULL,NULL
206321,NULL,NULL
206330,965,0.1547
206349,1007,0.3053
206394,NULL,NULL
206437,NULL,0.3742
206446,NULL,NULL
206482,NULL,NULL
206491,762,0.0845
206507,966,0.4281
206516,NULL,NULL
206525,NULL,0.5922
206589,1237,0.7745
206604,1034,0.2091
206613,969,0.1573
206622,1111,0.6624
206631,NULL,NULL
206695,981,0.1043
206783,NULL,NULL
206817,856,0.0672
206835,962,0.0796
206862,NULL,0.3237
206880,NULL,NULL
206905,NULL,NULL
206914,NULL,0.1056
206923,NULL,NULL
206932,NULL,NULL
206941,1010,0.1314
206969,NULL,NULL
206996,NULL,NULL
207041,970,0.1557
207050,NULL,NULL
207069,NULL,NULL
207087,NULL,NULL
207102,NULL,NULL
207157,925,0.0494
207166,NULL,NULL
207209,NULL,0.068
207236,NULL,NULL
207254,NULL,NULL
207263,988,0.1221
207272,NULL,NULL
207281,NULL,NULL
207290,NULL,NULL
207306,950,0.0796
207315,NULL,NULL
207324,1118,0.3142
207342,NULL,NULL
207351,890,0.1591
207388,1118,0.3354
207397,NULL,NULL
207403,1042,0.4442
207449,NULL,NULL
207458,1126,0.4859
207500,1204,0.3814
207537,NULL,NULL
207564,NULL,0.0105
207582,1009,0.4631
207607,NULL,NULL
207625,NULL,NULL
207661,830,0.1008
207670,NULL,NULL
207689,NULL,0.1519
207704,NULL,NULL
207722,999,0.2952
207740,NULL,NULL
207786,NULL,NULL
207847,970,0.1315
207856,978,0.3226
207865,990,0.1496
207935,NULL,NULL
207962,NULL,NULL
207971,1295,0.5138
208017,NULL,NULL
208026,NULL,NULL
208035,NULL,NULL
208044,NULL,NULL
208053,NULL,NULL
208080,NULL,NULL
208123,NULL,NULL
208187,NULL,NULL
208239,NULL,0.1685
208248,NULL,NULL
208275,NULL,NULL
208318,NULL,NULL
208390,NULL,NULL
208406,NULL,NULL
208415,NULL,NULL
208433,NULL,NULL
208479,NULL,NULL
208488,995,0.3172
208512,NULL,NULL
208637,NULL,NULL
208646,951,0.133
208655,NULL,NULL
208725,NULL,0.2222
208822,1089,0.6058
208859,NULL,NULL
208965,NULL,NULL
209038,NULL,NULL
209056,NULL,0.6619
209065,1061,0.5381
209074,NULL,NULL
209083,NULL,NULL
209108,NULL,0.2
209153,NULL,NULL
209205,NULL,NULL
209241,NULL,0.3889
209250,NULL,NULL
209287,NULL,0.4925
209296,NULL,NULL
209409,992,0.4487
209490,NULL,NULL
209506,1047,0.2062
209533,NULL,0.5833
209542,1113,0.3235
209551,1119,0.5016
209603,NULL,0.1524
209612,1090,0.6396
209667,NULL,NULL
209676,NULL,NULL
209694,NULL,NULL
209700,NULL,NULL
209719,NULL,NULL
209746,NULL,NULL
209807,1039,0.1908
209825,1195,0.7059
209922,1383,0.6894
209940,NULL,NULL
209986,NULL,NULL
210076,NULL,NULL
210100,NULL,NULL
210146,1029,0.2009
210155,NULL,NULL
210234,NULL,NULL
210270,NULL,NULL
210304,NULL,0.4483
210331,1066,0.5163
210340,NULL,NULL
210359,NULL,NULL
210368,NULL,NULL
210401,1228,0.7098
210429,946,0.2058
210438,NULL,NULL
210456,NULL,NULL
210474,NULL,NULL
210483,NULL,NULL
210492,952,0.4167
210508,NULL,NULL
210571,NULL,0.4954
210599,NULL,NULL
210605,NULL,NULL
210669,NULL,0.681
210711,NULL,NULL
210739,1054,0.582
210748,NULL,NULL
210775,998,0.378
210784,NULL,NULL
210809,NULL,NULL
210890,NULL,NULL
210906,NULL,0.6571
210942,NULL,0.2494
210951,NULL,NULL
210960,NULL,0.295
211006,NULL,NULL
211024,NULL,0.5196
211079,NULL,NULL
211088,1104,0.4858
211130,NULL,NULL
211149,NULL,NULL
211158,979,0.3801
211200,NULL,NULL
211273,1346,0.7818
211291,1315,0.8478
211307,NULL,NULL
211316,NULL,NULL
211334,NULL,NULL
211343,NULL,NULL
211352,NULL,0.4986
211361,922,0.3436
211398,NULL,NULL
211431,972,0.4
211440,1448,0.721
211468,968,0.4308
211477,759,0.2925
211556,NULL,0.5038
211583,966,0.37
211608,NULL,0.0591
211617,NULL,NULL
211635,NULL,NULL
211644,934,0.3088
211802,NULL,NULL
211820,NULL,NULL
211893,NULL,0.5789
211909,NULL,NULL
211927,NULL,NULL
211981,994,0.5022
212009,NULL,0.8124
212018,NULL,NULL
212045,NULL,NULL
212054,1214,0.2275
212072,NULL,NULL
212106,1138,0.6251
212115,945,0.3475
212133,1028,0.5221
212160,950,0.2461
212197,1125,0.7188
212212,NULL,NULL
212230,NULL,NULL
212267,NULL,NULL
212276,NULL,NULL
212285,NULL,NULL
212294,NULL,NULL
212300,NULL,NULL
212328,NULL,NULL
212337,NULL,NULL
212355,NULL,NULL
212373,NULL,NULL
212382,NULL,NULL
212391,NULL,NULL
212434,NULL,NULL
212443,NULL,NULL
212452,NULL,0.9167
212568,NULL,NULL
212577,NULL,0.8124
212601,1035,0.5057
212656,1058,0.5163
212674,NULL,0.7954
212753,NULL,NULL
212771,NULL,NULL
212805,1197,0.8041
212832,924,0.4476
212869,NULL,NULL
212878,NULL,NULL
212911,1433,0.8514
212975,NULL,NULL
212984,915,0.4601
212993,NULL,NULL
213002,NULL,NULL
213011,975,0.5909
213020,955,0.359
213163,NULL,NULL
213181,NULL,NULL
213215,NULL,NULL
213233,NULL,NULL
213251,NULL,0.6721
213303,906,0.234
213321,NULL,0.6072
213330,NULL,NULL
213349,951,0.3471
213358,939,0.2527
213367,990,0.5512
213376,NULL,NULL
213385,1294,0.8653
213400,1003,0.5739
213446,NULL,NULL
213455,NULL,NULL
213473,NULL,NULL
213491,NULL,NULL
213507,NULL,0.6825
213525,NULL,NULL
213534,NULL,NULL
213543,1338,0.7384
213552,NULL,NULL
213570,NULL,NULL
213589,NULL,NULL
213598,833,0.2435
213613,948,0.2976
213622,1040,NULL
213631,NULL,NULL
213640,NULL,NULL
213659,NULL,NULL
213668,1034,0.5744
213774,748,NULL
213783,955,0.3357
213826,1025,0.562
213914,NULL,NULL
213932,NULL,NULL
213987,NULL,0.6357
213996,1129,0.7131
214023,NULL,NULL
214041,1001,0.3609
214069,1069,0.6388
214111,NULL,NULL
214148,NULL,0.6263
214157,1006,0.6544
214166,934,0.3141
214175,NULL,0.8247
214254,NULL,NULL
214272,905,0.3642
214290,NULL,NULL
214379,NULL,NULL
214476,NULL,NULL
214528,NULL,NULL
214546,NULL,NULL
214564,NULL,NULL
214582,NULL,NULL
214591,1054,0.4679
214607,NULL,NULL
214616,NULL,NULL
214625,980,0.2838
214634,942,0.1447
214643,982,0.2849
214652,955,0.2201
214670,1019,0.2844
214689,993,0.4686
214698,999,0.2437
214704,978,0.4021
214713,1043,0.4149
214731,969,0.1568
214740,967,0.1972
214759,916,0.3061
214768,952,0.3295
214777,1202,0.6429
214786,943,0.2016
214795,955,0.2677
214801,975,0.2268
214810,920,0.2185
214829,1050,0.2822
214883,NULL,0
214892,NULL,NULL
214944,NULL,NULL
214962,NULL,NULL
214971,NULL,0.5676
215008,NULL,NULL
215026,NULL,NULL
215044,NULL,NULL
215053,NULL,0.3908
215062,1457,0.8705
215099,1083,0.4965
215105,1045,0.5769
215114,976,0.1765
215123,NULL,NULL
215132,1145,0.625
215239,NULL,NULL
215266,978,0.3228
215275,1031,0.3154
215284,1022,0.2817
215293,1272,0.6397
215309,845,NULL
215336,NULL,NULL
215381,NULL,NULL
215390,NULL,NULL
215415,NULL,NULL
215424,NULL,NULL
215433,NULL,NULL
215442,995,0.4664
215479,NULL,NULL
215530,NULL,NULL
215585,NULL,NULL
215594,898,NULL
215619,NULL,NULL
215628,NULL,NULL
215637,NULL,NULL
215646,NULL,NULL
215655,1051,0.4017
215682,NULL,NULL
215691,884,0.3446
215743,1060,0.043
215770,NULL,0.7161
215798,1059,0.5987
215813,NULL,NULL
215886,NULL,NULL
215929,1134,0.7274
215947,NULL,0.4385
215974,1045,NULL
215983,NULL,NULL
215992,NULL,NULL
216010,979,0.3999
216038,999,0.5183
216047,NULL,0.5385
216074,NULL,NULL
216083,NULL,NULL
216162,NULL,NULL
216223,NULL,NULL
216278,NULL,0.6683
216287,1431,0.8706
216296,NULL,NULL
216311,NULL,0.3947
216339,NULL,0.4322
216348,NULL,NULL
216357,923,0.3616
216366,NULL,NULL
216418,NULL,NULL
216427,NULL,NULL
216436,NULL,NULL
216445,NULL,NULL
216454,NULL,NULL
216463,NULL,NULL
216524,NULL,0.7446
216542,945,0.4358
216551,840,NULL
216579,NULL,NULL
216597,1326,0.872
216630,NULL,NULL
216649,NULL,NULL
216667,NULL,0.7296
216694,1019,0.5553
216746,NULL,NULL
216764,1072,0.4257
216773,NULL,NULL
216782,NULL,NULL
216807,1060,0.694
216816,NULL,NULL
216825,NULL,NULL
216852,1032,0.4282
216931,1053,0.4744
217013,941,0.2816
217040,NULL,0
217059,1054,0.3958
217077,NULL,NULL
217156,1457,0.8309
217165,NULL,0.7641
217235,NULL,0.4597
217305,NULL,NULL
217323,NULL,NULL
217350,NULL,NULL
217402,NULL,0.8109
217420,913,0.1391
217475,NULL,NULL
217484,1077,0.4402
217493,1273,0.6764
217518,NULL,0.5634
217536,NULL,0.6846
217572,NULL,NULL
217581,NULL,NULL
217606,NULL,0.1
217615,NULL,NULL
217624,NULL,0.0747
217633,1078,0.4311
217688,1030,0.2588
217712,NULL,NULL
217721,NULL,0.1357
217749,1049,0.49
217776,NULL,0.3988
217794,NULL,NULL
217819,1141,0.5632
217828,NULL,NULL
217837,NULL,NULL
217864,1073,0.5819
217873,815,0.1137
217882,1275,0.5773
217891,NULL,NULL
217907,960,0.3795
217925,1045,0.4706
217934,971,0.4266
217961,1040,0.4859
217989,NULL,NULL
217998,993,0.5604
218025,NULL,NULL
218043,NULL,NULL
218061,927,0.1795
218070,NULL,0.7908
218113,NULL,NULL
218140,NULL,NULL
218159,NULL,NULL
218195,NULL,NULL
218229,922,0.2754
218238,902,0.2218
218265,NULL,NULL
218335,NULL,NULL
218353,NULL,NULL
218399,NULL,0.1233
218414,958,0.2456
218441,1116,0.4073
218487,NULL,NULL
218520,NULL,NULL
218539,1082,0.6154
218645,976,0.2371
218654,927,0.1356
218663,1220,0.5493
218672,892,NULL
218681,803,NULL
218690,925,NULL
218706,770,NULL
218724,1009,0.2633
218733,760,0.1487
218742,950,0.2616
218751,NULL,NULL
218821,864,NULL
218830,NULL,NULL
218858,NULL,NULL
218867,NULL,NULL
218885,NULL,NULL
218894,NULL,NULL
218919,NULL,0.2283
218955,NULL,NULL
218964,1044,0.3594
218973,1170,0.7724
218991,NULL,NULL
219000,1164,0.5684
219037,NULL,NULL
219046,988,0.1574
219055,NULL,NULL
219082,1047,0.1978
219091,982,0.242
219125,NULL,NULL
219143,NULL,NULL
219170,NULL,NULL
219189,NULL,NULL
219198,1030,0.4312
219204,NULL,0.0588
219213,NULL,0
219240,NULL,NULL
219259,1024,0.2347
219277,NULL,0.011
219295,925,0.3519
219338,NULL,NULL
219347,1200,0.1713
219356,1068,0.3034
219374,NULL,0.0714
219383,1046,0.3704
219392,NULL,NULL
219408,NULL,NULL
219426,NULL,NULL
219453,NULL,NULL
219471,1049,0.3287
219480,NULL,NULL
219505,NULL,0.2143
219578,1115,0.25
219587,NULL,NULL
219596,NULL,NULL
219602,1011,0.1504
219639,1148,0.4909
219709,1158,0.569
219718,928,0.2848
219790,1016,0.4947
219806,1039,0.3216
219824,NULL,NULL
219833,1105,0.3278
219842,NULL,NULL
219879,NULL,NULL
219888,NULL,NULL
219903,NULL,NULL
219921,NULL,NULL
219949,989,0.31
219976,1176,0.4007
219994,NULL,NULL
220002,NULL,NULL
220057,NULL,NULL
220075,1068,0.2012
220118,NULL,NULL
220127,NULL,NULL
220163,NULL,NULL
220181,937,0.3708
220206,NULL,0.1633
220215,1101,0.437
220251,NULL,NULL
220279,NULL,NULL
220312,947,0.2308
220321,NULL,NULL
220394,NULL,NULL
220400,NULL,NULL
220464,930,NULL
220473,1035,0.438
220491,NULL,NULL
220516,1005,0.3816
220552,NULL,0.1961
220570,NULL,NULL
220598,758,0.1505
220604,760,0.0242
220613,1088,0.3474
220631,1055,0.2596
220640,NULL,NULL
220701,NULL,0.3527
220710,1052,0.1842
220756,NULL,NULL
220765,NULL,NULL
220792,NULL,NULL
220808,NULL,0.47
220853,NULL,NULL
220862,1029,0.1723
220871,NULL,NULL
220978,1031,0.1898
220996,NULL,NULL
221050,NULL,NULL
221096,NULL,NULL
221102,NULL,NULL
221148,NULL,NULL
221157,NULL,NULL
221184,NULL,NULL
221236,NULL,NULL
221254,NULL,0.3
221281,NULL,NULL
221333,NULL,NULL
221351,1306,0.7494
221388,NULL,NULL
221397,910,NULL
221430,NULL,NULL
221485,NULL,NULL
221494,NULL,NULL
221519,NULL,0.7382
221582,NULL,NULL
221591,NULL,NULL
221607,NULL,NULL
221616,NULL,NULL
221625,NULL,NULL
221634,NULL,NULL
221643,NULL,NULL
221661,NULL,0.1933
221670,NULL,NULL
221731,1019,0.3049
221740,1087,0.1842
221759,1214,0.4281
221768,1050,0.2075
221795,NULL,0.0455
221829,NULL,NULL
221838,NULL,0.1617
221847,1102,0.2533
221892,1026,0.4017
221908,NULL,NULL
221953,960,0.2366
221971,1163,0.548
221980,NULL,NULL
221999,1498,0.8697
222026,NULL,NULL
222053,NULL,NULL
222062,NULL,NULL
222099,NULL,NULL
222105,NULL,NULL
222178,1092,0.4168
222567,NULL,NULL
222576,NULL,NULL
222628,NULL,NULL
222822,NULL,NULL
222831,970,0.1989
222877,NULL,0.2609
222886,NULL,NULL
222938,NULL,0.2095
222983,1165,0.7143
222992,NULL,NULL
223001,NULL,NULL
223056,NULL,NULL
223083,NULL,NULL
223117,NULL,1
223223,NULL,NULL
223232,1239,0.5399
223320,NULL,NULL
223427,NULL,NULL
223463,NULL,NULL
223472,NULL,NULL
223506,NULL,0
223524,NULL,NULL
223773,NULL,NULL
223816,NULL,NULL
223852,NULL,NULL
223898,NULL,NULL
223922,NULL,NULL
224004,998,0.2578
224013,NULL,NULL
224110,NULL,NULL
224147,963,0.1888
224156,NULL,NULL
224226,1055,0.4457
224244,831,0.1316
224271,NULL,NULL
224305,NULL,NULL
224323,1217,0.6646
224350,NULL,NULL
224439,NULL,0.3556
224527,982,0.3405
224545,995,NULL
224554,980,0.2196
224572,NULL,NULL
224615,NULL,NULL
224642,NULL,NULL
224660,NULL,NULL
224679,NULL,NULL
224712,NULL,NULL
224758,NULL,NULL
224776,NULL,0.2375
224828,NULL,NULL
224891,NULL,NULL
224961,NULL,NULL
225070,NULL,NULL
225201,NULL,0.3158
225247,1030,0.3423
225308,NULL,NULL
225371,NULL,NULL
225399,1060,0.181
225414,1025,NULL
225423,NULL,NULL
225432,894,0.0139
225502,NULL,NULL
225511,1154,0.1971
225520,NULL,NULL
225548,965,0.3575
225575,786,0.1371
225627,963,0.2764
225779,NULL,NULL
225788,NULL,NULL
225849,NULL,0
225858,NULL,NULL
225876,NULL,NULL
225885,NULL,0.0672
225991,NULL,NULL
226019,NULL,NULL
226091,974,0.1081
226107,NULL,NULL
226116,NULL,NULL
226125,NULL,NULL
226134,NULL,NULL
226152,905,0.1811
226204,NULL,NULL
226231,1158,0.3661
226277,NULL,NULL
226374,NULL,NULL
226383,1018,0.264
226408,NULL,NULL
226471,1047,0.2756
226578,NULL,NULL
226587,887,0.2625
226675,NULL,NULL
226772,NULL,NULL
226806,NULL,NULL
226833,1002,0.2017
226860,NULL,NULL
226879,NULL,NULL
226903,NULL,NULL
226930,NULL,NULL
227003,NULL,NULL
227058,NULL,NULL
227146,NULL,NULL
227155,NULL,NULL
227182,NULL,NULL
227191,NULL,NULL
227216,1093,0.2707
227225,NULL,NULL
227243,NULL,0.3116
227289,NULL,NULL
227298,NULL,NULL
227304,NULL,NULL
227313,NULL,NULL
227322,NULL,NULL
227331,920,0.2195
227368,924,0.1694
227377,NULL,0.075
227386,NULL,NULL
227401,NULL,NULL
227429,772,0.0323
227526,857,0.1099
227687,NULL,NULL
227748,NULL,NULL
227757,1482,0.8005
227766,NULL,NULL
227836,NULL,NULL
227845,1135,0.5073
227854,NULL,NULL
227863,1103,0.3732
227881,997,0.2611
227924,NULL,NULL
227979,NULL,NULL
228042,997,0.3391
228088,NULL,NULL
228149,1038,0.5094
228158,NULL,NULL
228185,NULL,NULL
228194,NULL,NULL
228200,NULL,NULL
228219,NULL,NULL
228246,1330,0.6687
228282,NULL,NULL
228316,NULL,NULL
228325,949,0.2232
228343,1168,0.6853
228431,1001,0.2256
228459,1038,0.2589
228468,904,0.3866
228486,NULL,0.0333
228501,842,0.0976
228529,959,0.2428
228547,NULL,NULL
228608,NULL,NULL
228635,NULL,NULL
228644,NULL,NULL
228653,NULL,NULL
228699,NULL,NULL
228705,937,0.1699
228723,1212,0.5064
228769,1038,0.2062
228778,1297,0.5204
228787,1265,0.4756
228796,933,0.1201
228802,1059,0.2453
228866,NULL,NULL
228875,1220,0.5881
228884,NULL,0.0556
228909,NULL,NULL
228981,1006,0.3014
229018,965,0.2209
229027,1043,0.1112
229036,NULL,NULL
229063,817,0.0495
229115,1134,0.3505
229160,1003,0.1749
229179,941,0.1915
229267,1294,0.727
229300,NULL,NULL
229337,NULL,NULL
229355,NULL,NULL
229416,NULL,NULL
229425,NULL,NULL
229504,NULL,NULL
229522,NULL,NULL
229540,NULL,NULL
229656,NULL,NULL
229780,911,0.1776
229799,NULL,NULL
229814,971,0.2179
229832,NULL,NULL
229841,NULL,NULL
229887,NULL,0.0458
229957,NULL,NULL
230010,NULL,NULL
230038,1290,0.3073
230047,1098,0.2202
230056,NULL,0
230065,NULL,NULL
230135,NULL,NULL
230144,NULL,NULL
230162,NULL,NULL
230171,NULL,0.0965
230199,NULL,NULL
230205,NULL,NULL
230214,NULL,NULL
230366,NULL,0.4
230384,NULL,1
230418,NULL,NULL
230490,NULL,NULL
230597,NULL,NULL
230603,1078,0.1774
230621,NULL,0.2037
230630,NULL,0.1529
230676,NULL,NULL
230728,1084,0.2277
230737,NULL,0.1327
230746,NULL,NULL
230764,1130,0.284
230782,NULL,0.1118
230807,1124,0.455
230816,NULL,0.6061
230834,959,0.3631
230852,1156,0.4757
230861,NULL,NULL
230889,NULL,0.25
230898,NULL,0.3364
230913,975,0.161
230931,937,0.1707
230940,NULL,0.5
230959,1383,0.8723
230977,NULL,0.2857
230995,NULL,0.4744
231004,NULL,NULL
231059,NULL,0.6851
231068,NULL,NULL
231077,NULL,0.075
231086,894,0.25
231095,NULL,0.32
231147,NULL,NULL
231165,NULL,0.3286
231174,1211,0.6647
231280,NULL,NULL
231411,NULL,NULL
231420,913,0.2342
231536,NULL,NULL
231554,923,0.313
231581,1034,0.4849
231624,1353,0.8186
231651,1051,0.2647
231688,NULL,NULL
231697,NULL,NULL
231712,1155,0.5685
231721,NULL,NULL
231785,NULL,NULL
231828,NULL,NULL
231837,NULL,0.3797
231873,NULL,NULL
231882,NULL,NULL
231970,NULL,NULL
232016,NULL,0.4524
232025,980,0.3816
232043,1009,0.5046
232052,NULL,NULL
232089,881,0.1996
232186,1153,0.456
